app_name,tf_idf,variable
TouchPalZAWGYIPack,0.19,TF_IDF_19
Cashalo,0.189,TF_IDF_19
com.qualcomm.qti.simsettings,0.189,TF_IDF_19
FavoriteContacts,0.189,TF_IDF_19
SamsungCoreServices,0.188,TF_IDF_19
Safetyassistance,0.188,TF_IDF_19
Skype,0.188,TF_IDF_19
MetaServices,0.188,TF_IDF_19
SamsungPositioning,0.187,TF_IDF_19
DECOPIC,0.187,TF_IDF_19
kuyaloan,0.187,TF_IDF_19
TouchPalIndonesianPack,0.187,TF_IDF_19
MobileWips,0.186,TF_IDF_19
SamsungMembers,0.186,TF_IDF_19
com.sec.ims,0.186,TF_IDF_19
Opera,0.186,TF_IDF_19
Documents,0.186,TF_IDF_19
CameraLightSensor,0.185,TF_IDF_18
GalaxyEssentialsWidget,0.185,TF_IDF_18
androidhwext,0.185,TF_IDF_18
GoogleOne,0.185,TF_IDF_18
CloneApps,0.185,TF_IDF_18
MultimediaLocalService,0.185,TF_IDF_18
QMMI,0.185,TF_IDF_18
PowerPoint,0.184,TF_IDF_18
HuaweiHome,0.184,TF_IDF_18
Motions,0.184,TF_IDF_18
HwStartupGuide,0.184,TF_IDF_18
MMITest,0.184,TF_IDF_18
ImportviaBluetooth,0.184,TF_IDF_18
SwiftKeyfactorysettings,0.184,TF_IDF_18
WifiEngineerMode,0.184,TF_IDF_18
OPPOAthena,0.184,TF_IDF_18
BTTool,0.184,TF_IDF_18
bootagent,0.183,TF_IDF_18
SharedDeviceKeyguard,0.183,TF_IDF_18
HwAps,0.183,TF_IDF_18
Scrollshot,0.183,TF_IDF_18
GoogleNetworkStackResOverlay,0.183,TF_IDF_18
CallRecorder,0.183,TF_IDF_18
GooglePlayservicesforInstantApps,0.183,TF_IDF_18
SamsungEditingAssets,0.182,TF_IDF_18
GooglePlayServicesforAR,0.182,TF_IDF_18
MicrosoftSwiftKeyKeyboard,0.182,TF_IDF_18
ProjectMenu,0.182,TF_IDF_18
AutoDialer,0.182,TF_IDF_18
AuthenticationFramework,0.181,TF_IDF_18
PrivateShare,0.181,TF_IDF_18
OKPeso,0.181,TF_IDF_18
HwChrService,0.181,TF_IDF_18
com.android.frameworkres.overlay,0.181,TF_IDF_18
SurityCash,0.181,TF_IDF_18
HUAWEIVideo,0.18,TF_IDF_18
GooglePodcasts,0.18,TF_IDF_18
Information,0.18,TF_IDF_18
hiview,0.18,TF_IDF_18
com.android.oppo.multimedia,0.18,TF_IDF_18
AppCloner,0.18,TF_IDF_18
TouchPalEnglishgbPack,0.18,TF_IDF_18
HuaweiSystemServices,0.179,TF_IDF_18
Portrait,0.178,TF_IDF_18
Dictionary,0.178,TF_IDF_18
Samsung321,0.178,TF_IDF_18
AppGallery,0.178,TF_IDF_18
Unknownnumberidentification,0.178,TF_IDF_18
SeparatedApps,0.177,TF_IDF_18
ClipboardUIService,0.177,TF_IDF_18
QuickCheck,0.177,TF_IDF_18
TouchPalSkinPackDefaultWhite,0.177,TF_IDF_18
TouchPalBopomofoPack,0.177,TF_IDF_18
HdmApp,0.176,TF_IDF_18
KnoxPushManager,0.176,TF_IDF_18
HwWifiproBqeService,0.176,TF_IDF_18
TME,0.176,TF_IDF_18
com.huawei.hiviewtunnel,0.176,TF_IDF_18
IPeso,0.174,TF_IDF_17
com.sec.internal.vsim.VSimServiceApp,0.174,TF_IDF_17
Briefing,0.174,TF_IDF_17
com.android.partnerbrowsercustomizations.tmobile,0.174,TF_IDF_17
Cloud,0.174,TF_IDF_17
Dynamiclockscreenservice,0.174,TF_IDF_17
SamsungFree,0.173,TF_IDF_17
com.qualcomm.qti.improvetouch.service.ImproveTouchApp,0.173,TF_IDF_17
ChocoEUKor,0.173,TF_IDF_17
DialerStorage,0.173,TF_IDF_17
ColorfulEngine,0.173,TF_IDF_17
OurCashVIP,0.173,TF_IDF_17
GalaxyThemes,0.172,TF_IDF_17
CoolEUKor,0.172,TF_IDF_17
com.huawei.iaware,0.172,TF_IDF_17
SampleAuthenticatorService,0.172,TF_IDF_17
SecureSampleAuthService,0.172,TF_IDF_17
BrightnessBNR,0.171,TF_IDF_17
SamsungKeyboard(deprecated),0.171,TF_IDF_17
SecureUIService,0.171,TF_IDF_17
com.android.frameworkhwext.honor,0.171,TF_IDF_17
OppoExSystemService,0.171,TF_IDF_17
APPEnhancementServices,0.171,TF_IDF_17
CarrierLocationServices,0.171,TF_IDF_17
HeyTapCloud,0.171,TF_IDF_17
DataAcquisitionTool(V4.2),0.171,TF_IDF_17
NVTRawDeltaTestV2.5,0.171,TF_IDF_17
Security,0.171,TF_IDF_17
Call&textonotherdevices,0.17,TF_IDF_17
Provisioningmessage,0.17,TF_IDF_17
com.google.android.overlay.settingsProvider,0.17,TF_IDF_17
PushService,0.17,TF_IDF_17
CashGVIP,0.17,TF_IDF_17
com.android.overlay.modules.ModuleMetadataConfigOverlay,0.17,TF_IDF_17
com.oppo.gmail.overlay,0.17,TF_IDF_17
SecureExtAuthService,0.17,TF_IDF_17
SampleExtAuthService,0.17,TF_IDF_17
SHEIN,0.169,TF_IDF_17
BPIMobile,0.169,TF_IDF_17
RoseEUKor,0.169,TF_IDF_17
PhoneClone,0.169,TF_IDF_17
Cast,0.169,TF_IDF_17
org.codeaurora.btmultisim,0.169,TF_IDF_17
ContentAdaptiveBacklightSettings,0.169,TF_IDF_17
SamsungKidsInstaller,0.168,TF_IDF_17
com.google.android.networkstack.tethering.overlay,0.168,TF_IDF_17
HwUpgradeGuide,0.168,TF_IDF_17
sileadmanager,0.168,TF_IDF_17
U-peso,0.168,TF_IDF_17
NovatekMPselftestV3.8,0.168,TF_IDF_17
Assistant,0.168,TF_IDF_17
Diagnostics,0.168,TF_IDF_17
Personalhome,0.167,TF_IDF_17
Slides,0.167,TF_IDF_17
HuaweiHisten,0.167,TF_IDF_17
Cleaner,0.167,TF_IDF_17
AntWallet,0.167,TF_IDF_17
com.qualcomm.qti.callfeaturessetting,0.167,TF_IDF_17
SVISettings,0.167,TF_IDF_17
PrivateSpace,0.166,TF_IDF_17
SmartServices,0.166,TF_IDF_17
PredefinedEapSim,0.165,TF_IDF_17
SIMcardmanager,0.165,TF_IDF_17
ANT+HALservice,0.164,TF_IDF_16
Defaultprintservice,0.164,TF_IDF_16
PautangPeso,0.164,TF_IDF_16
Emergencyalerts,0.164,TF_IDF_16
TouchPalManipuriPack,0.164,TF_IDF_16
TouchPalSanthaliPack,0.164,TF_IDF_16
VideoEditor,0.163,TF_IDF_16
android.frameworkres.overlay.display.product,0.163,TF_IDF_16
SamsungHealth,0.163,TF_IDF_16
CIMBBankPH,0.163,TF_IDF_16
HMSCore,0.163,TF_IDF_16
Smartclick,0.163,TF_IDF_16
LanguageDownloader,0.162,TF_IDF_16
com.android.systemui.overlay,0.162,TF_IDF_16
com.huawei.behaviorauth,0.162,TF_IDF_16
UXDesign,0.162,TF_IDF_16
E-perash,0.162,TF_IDF_16
FileConsole,0.162,TF_IDF_16
LoanCash,0.162,TF_IDF_16
SmartTutor,0.161,TF_IDF_16
ANTRadioService,0.161,TF_IDF_16
ANT+PluginsService,0.161,TF_IDF_16
ScreenRecorder,0.161,TF_IDF_16
FilesbyGoogle,0.161,TF_IDF_16
DITO,0.161,TF_IDF_16
UserExperienceImprovementService,0.161,TF_IDF_16
MediaTune<MTDCY>,0.161,TF_IDF_16
KeyboardContentCenter,0.16,TF_IDF_16
HMSServicesFramework,0.16,TF_IDF_16
MTKNon-FrameworkLBS,0.16,TF_IDF_16
ExSupport,0.16,TF_IDF_16
Cellbroadcast,0.16,TF_IDF_16
MoneyCat,0.159,TF_IDF_16
Hangouts,0.159,TF_IDF_16
ColorOSPromeSMS,0.159,TF_IDF_16
FaceUnlock,0.159,TF_IDF_16
Collage,0.159,TF_IDF_16
Zippeso,0.158,TF_IDF_16
SamsungVisitIn,0.158,TF_IDF_16
Teams,0.158,TF_IDF_16
Bluelightfilter,0.158,TF_IDF_16
SmartDiagnosis,0.158,TF_IDF_16
HwUE,0.158,TF_IDF_16
Roblox,0.158,TF_IDF_16
android.auto_generated_rro__,0.157,TF_IDF_16
Updater,0.157,TF_IDF_16
KPeso,0.156,TF_IDF_16
FIDOUAFClient,0.156,TF_IDF_16
VoiceCommand,0.156,TF_IDF_16
SamsungCheckout,0.155,TF_IDF_15
Health,0.155,TF_IDF_15
Securitystorage,0.155,TF_IDF_15
CashWill,0.155,TF_IDF_15
SamsungMax,0.154,TF_IDF_15
Ridemode,0.154,TF_IDF_15
Quickstep,0.154,TF_IDF_15
Scanner,0.154,TF_IDF_15
OppoPostmanService,0.154,TF_IDF_15
Provision,0.154,TF_IDF_15
SoundRecorder,0.154,TF_IDF_15
com.mediatek.callrecorder,0.154,TF_IDF_15
RapidPeso,0.153,TF_IDF_15
oplus.frameworkres.overlay.display.product,0.153,TF_IDF_15
Mr.Cash,0.153,TF_IDF_15
Agoda,0.153,TF_IDF_15
MTPhost,0.153,TF_IDF_15
Analytics,0.153,TF_IDF_15
Xiaomiserviceframework,0.153,TF_IDF_15
com.miui.rom,0.153,TF_IDF_15
MIUIsecuritycomponents,0.153,TF_IDF_15
SecurityCoreComponent,0.153,TF_IDF_15
CloudServiceSysbase,0.153,TF_IDF_15
MIUIBluetooth,0.153,TF_IDF_15
Finddevice,0.153,TF_IDF_15
MiAccount,0.153,TF_IDF_15
WMService,0.153,TF_IDF_15
TouchPalSpanishPack,0.153,TF_IDF_15
Browserplug,0.153,TF_IDF_15
Blackcassette,0.153,TF_IDF_15
Turntable,0.153,TF_IDF_15
MiVideo,0.152,TF_IDF_15
miui.external.Application,0.152,TF_IDF_15
RfTest,0.152,TF_IDF_15
RadioInfo,0.152,TF_IDF_15
Guitar,0.152,TF_IDF_15
MysterySpeaker,0.152,TF_IDF_15
Lalamove,0.151,TF_IDF_15
Topeso,0.151,TF_IDF_15
HUAWEIMusic,0.151,TF_IDF_15
Batteryandperformance,0.151,TF_IDF_15
PowerDetector,0.151,TF_IDF_15
MiCloudSync,0.151,TF_IDF_15
com.miui.internal.app.SystemApplication,0.151,TF_IDF_15
SensorTest,0.151,TF_IDF_15
BixbyVision,0.15,TF_IDF_15
org.codeaurora.ims.ImsApp,0.15,TF_IDF_15
wifitest,0.15,TF_IDF_15
What'snew,0.15,TF_IDF_15
HideNotch,0.15,TF_IDF_15
HiyaService,0.15,TF_IDF_15
CandyCrushSaga,0.15,TF_IDF_15
AutoPreconfig,0.15,TF_IDF_15
XiaomiSIMActivationService,0.15,TF_IDF_15
com.xiaomi.micloudsdk.SdkApplication,0.15,TF_IDF_15
emojiupdater,0.149,TF_IDF_15
vivoshare,0.149,TF_IDF_15
OPPOWirelessDevices,0.149,TF_IDF_15
QR&BarcodeScanner,0.149,TF_IDF_15
Quickball,0.149,TF_IDF_15
SmartScan,0.149,TF_IDF_15
OcrService,0.149,TF_IDF_15
SoftwareUpdate,0.149,TF_IDF_15
AREmoji,0.148,TF_IDF_15
SamsungMultiConnectivity,0.148,TF_IDF_15
UIBCVirtualSoftkey,0.148,TF_IDF_15
SamsungTimeZoneData,0.148,TF_IDF_15
Office,0.148,TF_IDF_15
Assistantmenu,0.148,TF_IDF_15
PowerGenius,0.148,TF_IDF_15
FuelSummary,0.148,TF_IDF_15
TADownloader,0.147,TF_IDF_15
ConfigAPK,0.147,TF_IDF_15
HealthService,0.147,TF_IDF_15
HwNearby,0.147,TF_IDF_15
HwSynergy,0.147,TF_IDF_15
FeatureFramework,0.147,TF_IDF_15
SecureElementService,0.147,TF_IDF_15
ContactsSync,0.147,TF_IDF_15
Systemserviceplugin,0.147,TF_IDF_15
IntelligentAnalyticsSystem,0.147,TF_IDF_15
MiuiBiometric,0.147,TF_IDF_15
AuthFwTaPack,0.146,TF_IDF_15
Booking.com,0.146,TF_IDF_15
NumberIdentifier,0.146,TF_IDF_15
MyHUAWEI,0.146,TF_IDF_15
DualSIMsettings,0.146,TF_IDF_15
com.android.frameworkhwext.dark,0.146,TF_IDF_15
msa,0.146,TF_IDF_15
Cloudbackup​,0.146,TF_IDF_15
SunCash,0.146,TF_IDF_15
GetApps,0.146,TF_IDF_15
LockscreenMagazine,0.146,TF_IDF_15
MTKLoggerProxy,0.146,TF_IDF_15
ACOM,0.146,TF_IDF_15
HideNotchWithoutCornerRound,0.145,TF_IDF_14
Gestures&Motions,0.145,TF_IDF_14
Notifications,0.145,TF_IDF_14
QuickappsServiceFramework,0.145,TF_IDF_14
SIMMenu,0.145,TF_IDF_14
Systemappsupdater,0.145,TF_IDF_14
Sync,0.145,TF_IDF_14
Mobilebroadcasts,0.144,TF_IDF_14
Navigationdock,0.144,TF_IDF_14
AppAssistant,0.144,TF_IDF_14
Services&feedback,0.144,TF_IDF_14
com.nearme.deamon,0.144,TF_IDF_14
Viu,0.143,TF_IDF_14
Securitypolicyupdates,0.143,TF_IDF_14
HomeLayout,0.143,TF_IDF_14
XiaomiCloud,0.143,TF_IDF_14
com.miui.systemui.carriers.overlay,0.143,TF_IDF_14
Brainly,0.143,TF_IDF_14
ShareMe,0.143,TF_IDF_14
OpenCapabilityService,0.143,TF_IDF_14
ARZone,0.142,TF_IDF_14
QTR,0.142,TF_IDF_14
ZadaCash,0.142,TF_IDF_14
ContextService,0.142,TF_IDF_14
com.miui.systemui.overlay.devices.android,0.142,TF_IDF_14
Softwareupdateinterface,0.142,TF_IDF_14
Games,0.142,TF_IDF_14
One-TapLockscreen,0.142,TF_IDF_14
FontManager,0.142,TF_IDF_14
CellBroadcasts,0.142,TF_IDF_14
Motionphotoviewer,0.141,TF_IDF_14
FIDOUAFASM,0.141,TF_IDF_14
CameraTest,0.141,TF_IDF_14
vivohomescreen,0.141,TF_IDF_14
LinktoWindowsService,0.14,TF_IDF_14
StickerProvider,0.14,TF_IDF_14
com.samsung.faceservice,0.14,TF_IDF_14
SmartEngine,0.14,TF_IDF_14
com.miui.systemui.devices.overlay,0.14,TF_IDF_14
XiaomiServiceFrameworkKeeper,0.14,TF_IDF_14
ASAP,0.14,TF_IDF_14
Voicewake-up,0.139,TF_IDF_14
PautangOnline,0.139,TF_IDF_14
com.android.systemui.navigation.bar.overlay,0.139,TF_IDF_14
FeedbackToolkit,0.139,TF_IDF_14
com.android.server.wifi,0.139,TF_IDF_14
SmartScenarios,0.139,TF_IDF_14
OTAAccessPointConfiguration,0.139,TF_IDF_14
StaySafe,0.138,TF_IDF_14
OsCenter,0.138,TF_IDF_14
Tongits,0.138,TF_IDF_14
RCSService,0.138,TF_IDF_14
bilibili,0.138,TF_IDF_14
CarrierAccessCacheService,0.138,TF_IDF_14
BixbyVisionFramework,0.137,TF_IDF_14
KeyguardWallpaperUpdator,0.137,TF_IDF_14
com.xiaomi.bluetooth.overlay,0.137,TF_IDF_14
TouchPalOriyaPack,0.137,TF_IDF_14
TouchPalGujaratiPack,0.137,TF_IDF_14
TouchPalKannadaPack,0.137,TF_IDF_14
TouchPalMalayalamPack,0.137,TF_IDF_14
TouchPalMaithiliPack,0.137,TF_IDF_14
TouchPalMarathiPack,0.137,TF_IDF_14
TouchPalPunjabiPack,0.137,TF_IDF_14
TouchPalAssamesePack,0.137,TF_IDF_14
TouchPalVietnam(Telex)Pack,0.137,TF_IDF_14
GlobePrepaid,0.136,TF_IDF_14
MCFDeviceContinuity,0.136,TF_IDF_14
GPUWatch,0.136,TF_IDF_14
Dolby,0.136,TF_IDF_14
HuaweiMapService,0.136,TF_IDF_14
Digitalbalance,0.136,TF_IDF_14
com.android.systemui.gesture.line.overlay,0.136,TF_IDF_14
AppAdvisor,0.136,TF_IDF_14
FingerprintExtensionService,0.136,TF_IDF_14
Earphones,0.136,TF_IDF_14
Frequentphrases,0.136,TF_IDF_14
WifiRxSensTest,0.136,TF_IDF_14
DynamicWallpaperSelector,0.136,TF_IDF_14
Mediastoragedevice,0.136,TF_IDF_14
OppoDolbyService,0.135,TF_IDF_14
NSDSWebApp,0.135,TF_IDF_14
com.android.huawei.HiMediaEngine,0.135,TF_IDF_14
Slowmotioneditor,0.134,TF_IDF_13
FMRadioService,0.134,TF_IDF_13
PureTuber,0.134,TF_IDF_13
SamsungSmartSuggestions,0.133,TF_IDF_13
com.samsung.android.wifi.softapwpathree.resources,0.133,TF_IDF_13
HwLBSService,0.133,TF_IDF_13
konek2CARD,0.133,TF_IDF_13
Picsart,0.133,TF_IDF_13
DtmfAnalyzer,0.133,TF_IDF_13
TONIK,0.133,TF_IDF_13
CMFAFramework,0.132,TF_IDF_13
SamsungExperienceService,0.132,TF_IDF_13
PesoIn,0.132,TF_IDF_13
MiCoin,0.132,TF_IDF_13
karaoke,0.132,TF_IDF_13
SecurityAnalysis,0.132,TF_IDF_13
CamScanner,0.131,TF_IDF_13
SystemHelperService,0.131,TF_IDF_13
SoterService,0.131,TF_IDF_13
TranslationService,0.131,TF_IDF_13
com.oppo.oppopowermonitor,0.131,TF_IDF_13
FusedLocationProvider,0.131,TF_IDF_13
FlashLoan,0.131,TF_IDF_13
SystemUpdate,0.13,TF_IDF_13
Mirror,0.13,TF_IDF_13
MiuiDaemon,0.13,TF_IDF_13
Phonestorage,0.13,TF_IDF_13
FlashCredit,0.13,TF_IDF_13
KidsMode,0.129,TF_IDF_13
GameSpaceSDK,0.129,TF_IDF_13
BixbyVoice,0.128,TF_IDF_13
com.qti.diagservices,0.128,TF_IDF_13
Permissions,0.128,TF_IDF_13
Talldisplaycutout,0.128,TF_IDF_13
BackupandRestore,0.128,TF_IDF_13
TouchPalSanskritPack,0.128,TF_IDF_13
SmartSplit,0.128,TF_IDF_13
Photomovie,0.128,TF_IDF_13
Messaging,0.128,TF_IDF_13
Clock(1),0.128,TF_IDF_13
SystemUIBixby2,0.127,TF_IDF_13
com.hisi.mapcon,0.127,TF_IDF_13
PhotoGrid,0.127,TF_IDF_13
Doubledisplaycutout,0.127,TF_IDF_13
Cornerdisplaycutout,0.127,TF_IDF_13
SoftwareUpdateInterface,0.127,TF_IDF_13
PesoPlus,0.127,TF_IDF_13
com.vivo.contentcatcher.proxy.components.CatcherApplication,0.127,TF_IDF_13
HwImsService,0.126,TF_IDF_13
HwInstantOnline,0.126,TF_IDF_13
android.miui.overlay,0.126,TF_IDF_13
WallPaper,0.126,TF_IDF_13
SensorTestTool,0.126,TF_IDF_13
ColorOSsystem,0.126,TF_IDF_13
com.qualcomm.qti.autoregistration,0.126,TF_IDF_13
OKGoogleenrollment,0.125,TF_IDF_12
Scheduledtasks,0.125,TF_IDF_12
UnaCash,0.125,TF_IDF_12
com.android.frameworkhwext.overlay.dark,0.125,TF_IDF_12
TouchPalCangjiePack,0.125,TF_IDF_12
BDODigitalBanking,0.124,TF_IDF_12
BixbyService,0.124,TF_IDF_12
Defaultlivesticker,0.124,TF_IDF_12
Karaokeeffect,0.124,TF_IDF_12
BixbyVoiceStub,0.123,TF_IDF_12
TEEgrisTuiService,0.123,TF_IDF_12
BeautyPlus,0.123,TF_IDF_12
com.android.systemui.overlay.miui,0.123,TF_IDF_12
com.android.settings.overlay.miui,0.123,TF_IDF_12
com.android.systemui.icon.overlay,0.123,TF_IDF_12
android.aosp.overlay,0.122,TF_IDF_12
PartyMode,0.122,TF_IDF_12
FingerprintTest,0.122,TF_IDF_12
DataProtection,0.122,TF_IDF_12
SmartLauncher,0.122,TF_IDF_12
GlobeRewards,0.121,TF_IDF_12
WeTV,0.121,TF_IDF_12
Camera360,0.121,TF_IDF_12
com.android.systemui.notch.overlay,0.121,TF_IDF_12
Androidsystem,0.121,TF_IDF_12
com.vivo.contentcatcher.proxy.components.AppFeature,0.121,TF_IDF_12
MTKThermalManager,0.121,TF_IDF_12
SecureKeyboard,0.12,TF_IDF_12
Webnovel,0.12,TF_IDF_12
ARDoodle,0.119,TF_IDF_12
Stamps,0.119,TF_IDF_12
HuaweiDataManagementServices,0.119,TF_IDF_12
WeSing,0.119,TF_IDF_12
Huaweimagazineunlock,0.119,TF_IDF_12
COTA,0.119,TF_IDF_12
TouchPalforOPPO,0.119,TF_IDF_12
JoviSmartScene,0.119,TF_IDF_12
Userdictionary,0.119,TF_IDF_12
Crocroandfriends,0.118,TF_IDF_12
HUAWEIHiAIEngine,0.118,TF_IDF_12
HiCard,0.118,TF_IDF_12
HwHiAIDSEngine,0.118,TF_IDF_12
Pi,0.118,TF_IDF_12
GooglePay,0.118,TF_IDF_12
AppLock,0.118,TF_IDF_12
Loanmoto,0.118,TF_IDF_12
Outlook,0.117,TF_IDF_12
MultimodalSensorDataPlatform,0.117,TF_IDF_12
Joyose,0.117,TF_IDF_12
StarMaker,0.117,TF_IDF_12
SmartScenes,0.117,TF_IDF_12
FinuppLending,0.117,TF_IDF_12
Lockscreenmagazine,0.117,TF_IDF_12
com.android.wallpaperpicker,0.117,TF_IDF_12
vivoFlash,0.117,TF_IDF_12
Deviceconnectionservice,0.116,TF_IDF_12
TACO,0.116,TF_IDF_12
PayMayaNegosyo,0.116,TF_IDF_12
WallpaperCarousel,0.116,TF_IDF_12
realmeLink,0.116,TF_IDF_12
SysScope,0.116,TF_IDF_12
com.android.service.ims.RcsServiceApp,0.116,TF_IDF_12
Presence,0.116,TF_IDF_12
CheetahMobileCleanMasterSDK,0.116,TF_IDF_12
Plentina,0.116,TF_IDF_12
TreeCash,0.116,TF_IDF_12
AppLinker,0.115,TF_IDF_12
Workspace,0.115,TF_IDF_12
PesoHaus,0.115,TF_IDF_12
InCallUI,0.115,TF_IDF_12
Binhi,0.114,TF_IDF_11
Pinterest,0.114,TF_IDF_11
LANDBANK,0.114,TF_IDF_11
com.samsung.android.networkstack.tethering.inprocess.overlay,0.114,TF_IDF_11
SmartSidebar,0.114,TF_IDF_11
ShootingModeProvider,0.114,TF_IDF_11
TouchPalDarkModeSkinPack,0.114,TF_IDF_11
Merriam-WebsterDictionary,0.113,TF_IDF_11
Jollibee,0.113,TF_IDF_11
SUPL20Services,0.113,TF_IDF_11
TouchPalSkinPack,0.113,TF_IDF_11
CallofDuty,0.113,TF_IDF_11
OppoLogCopy,0.113,TF_IDF_11
AILens,0.112,TF_IDF_11
AISearch,0.112,TF_IDF_11
BixbyRoutines,0.111,TF_IDF_11
PlayAutoInstalls,0.111,TF_IDF_11
com.miui.face.overlay.miui,0.111,TF_IDF_11
EnterpriseVPNServices,0.111,TF_IDF_11
TouchPalHindilatinPack,0.111,TF_IDF_11
CarmodeStub,0.11,TF_IDF_11
Appvault,0.11,TF_IDF_11
Interactioncontrol,0.11,TF_IDF_11
TongitsStar,0.11,TF_IDF_11
android.frameworkres.overlay.Network,0.109,TF_IDF_11
HeyFun,0.109,TF_IDF_11
SmartThingsFramework,0.108,TF_IDF_11
VoiceAssistant,0.108,TF_IDF_11
Binance,0.108,TF_IDF_11
com.android.bluetooth.overlay.common,0.108,TF_IDF_11
MiCredit,0.108,TF_IDF_11
MiPay,0.108,TF_IDF_11
Angkas,0.108,TF_IDF_11
NVTRawDeltaTestV1.9,0.108,TF_IDF_11
Weather(lite),0.108,TF_IDF_11
JuanHand,0.107,TF_IDF_11
GameTools,0.107,TF_IDF_11
Rushloan,0.107,TF_IDF_11
LockScreenService,0.107,TF_IDF_11
SmartFPSAdjuster,0.106,TF_IDF_11
VidMate,0.106,TF_IDF_11
GFManager,0.106,TF_IDF_11
Phonecall/SMSstorage,0.106,TF_IDF_11
Schedulepoweron&off,0.106,TF_IDF_11
vivoWallpaperRes,0.106,TF_IDF_11
GlobeAtHome,0.105,TF_IDF_10
vibrator4d,0.105,TF_IDF_10
Speedtest,0.105,TF_IDF_10
Autobootcontroller,0.105,TF_IDF_10
"""GameSpace""",0.105,TF_IDF_10
KidsSpace,0.105,TF_IDF_10
ClashofClans,0.105,TF_IDF_10
FwkPlugin,0.105,TF_IDF_10
Wirelessprojection,0.104,TF_IDF_10
AdobeAcrobat,0.104,TF_IDF_10
TouchPal,0.104,TF_IDF_10
PermissionControl,0.104,TF_IDF_10
TouchPalHandwritePack,0.104,TF_IDF_10
Bixbydictation,0.103,TF_IDF_10
MiConnect,0.103,TF_IDF_10
BackupandRestoreManager,0.103,TF_IDF_10
com.qualcomm.qti.qms.service.trustzoneaccess,0.103,TF_IDF_10
Misoperationprevention,0.103,TF_IDF_10
UpnpService,0.103,TF_IDF_10
SEMFactoryApp,0.102,TF_IDF_10
HiVoice,0.102,TF_IDF_10
SoloopCut,0.102,TF_IDF_10
Discord,0.102,TF_IDF_10
TNT,0.102,TF_IDF_10
Slideuptounlock,0.102,TF_IDF_10
SimProcessor,0.102,TF_IDF_10
MIUISDK,0.102,TF_IDF_10
Yellowpages,0.102,TF_IDF_10
PhoneMasterServices,0.102,TF_IDF_10
Createmovie,0.101,TF_IDF_10
Classroom,0.101,TF_IDF_10
Universalswitch,0.101,TF_IDF_10
KnoxBBCProvider,0.101,TF_IDF_10
VivoWallpaperRes,0.101,TF_IDF_10
TouchPalHinglishPack,0.101,TF_IDF_10
TouchPalKashmiriPack,0.101,TF_IDF_10
TouchPalKonkani(Kannada)Pack,0.101,TF_IDF_10
TouchPalKonkaniPack,0.101,TF_IDF_10
TouchPalDogriPack,0.101,TF_IDF_10
TouchPalBodoPack,0.101,TF_IDF_10
TouchPalSindhiPack,0.101,TF_IDF_10
AutoDoodle,0.1,TF_IDF_10
Authenticator,0.1,TF_IDF_10
iWantTFC,0.1,TF_IDF_10
Bokeh,0.1,TF_IDF_10
Kumu,0.1,TF_IDF_10
SamsungDLPService,0.1,TF_IDF_10
Systemupgradeservices,0.1,TF_IDF_10
TouchPalTurkishPack,0.1,TF_IDF_10
Screencapturetools,0.1,TF_IDF_10
Specialimageeffects,0.1,TF_IDF_10
AudioEffect,0.1,TF_IDF_10
NovatekMPselftestV3.5,0.1,TF_IDF_10
